product_id,product_name,category,tier,unit_price,base_demand,reorder_point,lead_time_days
SAI-GEN0518,Sainsbury's Frozen Cod Fillets 400g,Meat & Fish,Sainsbury's,1.04,48,28,4
SAI-GEN0519,Sainsbury's Value Chicken Nuggets 500g,Frozen,Sainsbury's,5.13,47,34,1
SAI-GEN0520,Sainsbury's Scottish Chopped Tomatoes 400g,Ambient Grocery,Sainsbury's,6.01,63,47,4
SAI-GEN0521,Sainsbury's Organic Rolls 6pk,Fresh Bakery,Sainsbury's,3.98,41,32,1
SAI-GEN0522,Sainsbury's Classic Bin Liners 20pk,Household,Sainsbury's,4.28,35,17,3
SAI-GEN0523,Sainsbury's So Good Flour 1.5kg,Ambient Grocery,So Good,4.58,76,42,2
SAI-GEN0524,Sainsbury's Free Range Orange Juice 1L,Drinks,Sainsbury's,4.14,65,50,2
SAI-GEN0525,Persil Handmade Fabric Conditioner 1L,Household,Branded,1.59,48,24,2
SAI-GEN0526,Sainsbury's Unsalted Cotton Pads 100pk,Health & Beauty,Sainsbury's,3.04,72,55,3
SAI-GEN0527,Kellogg's Fresh Bin Liners 20pk,Household,Branded,9.11,33,23,2
SAI-GEN0528,Sainsbury's Smoked Wraps 8pk,Fresh Bakery,Sainsbury's,6.39,39,24,1
SAI-GEN0529,Sainsbury's finest White Bread 800g,Fresh Bakery,Sainsbury's,7.57,35,17,1
SAI-GEN0530,Sainsbury's So Good Lemonade 2L,Drinks,So Good,1.24,53,37,3
SAI-GEN0531,Persil Free Range Cereal 500g,Ambient Grocery,Branded,8.97,44,23,2
SAI-GEN0532,Taste the Difference Scottish Peanut Butter 280g,Ambient Grocery,Taste the Difference,11.6,20,10,4
SAI-GEN0533,Sainsbury's Classic White Bread 800g,Fresh Bakery,Sainsbury's,0.93,37,28,2
SAI-GEN0534,Taste the Difference Stone Baked Chicken Nuggets 500g,Frozen,Taste the Difference,11.49,18,9,3
SAI-GEN0535,Sainsbury's Mixed Pork Sausages 8pk,Meat & Fish,Sainsbury's,3.15,51,27,1
SAI-GEN0536,Fairy Spicy Laundry Pods 20pk,Household,Branded,1.72,36,20,1
SAI-GEN0537,Colgate Frozen Pasta 500g,Ambient Grocery,Branded,2.82,36,20,1
SAI-GEN0538,Sainsbury's Spicy Coffee 200g,Drinks,Sainsbury's,5.8,35,25,3
SAI-GEN0539,Sainsbury's Chilled Apple Juice 1L,Drinks,Sainsbury's,7.99,42,26,1
SAI-GEN0540,Sainsbury's Chilled Fish Fingers 10pk,Frozen,Sainsbury's,2.1,60,37,2
SAI-GEN0541,Sainsbury's Smoked Rice Cakes 130g,Snacks,Sainsbury's,1.37,47,32,4
SAI-GEN0542,Coca-Cola Free Range Sponges 4pk,Household,Branded,9.67,38,23,4
SAI-GEN0543,Taste the Difference Free Range Still Water 6x500ml,Drinks,Taste the Difference,4.77,31,23,1
SAI-GEN0544,Sainsbury's Mixed Cream 300ml,Dairy & Eggs,Sainsbury's,6.03,58,45,1
SAI-GEN0545,Sainsbury's So Good Oven Chips 1.5kg,Frozen,So Good,2.38,67,42,3
SAI-GEN0546,Sainsbury's So Good Squash 1L,Drinks,So Good,3.31,52,30,1
SAI-GEN0547,Fairy Spicy Crisps 6pk,Snacks,Branded,1.86,40,31,1
SAI-GEN0548,Sainsbury's So Good Yogurt 500g,Dairy & Eggs,So Good,4.91,62,36,2
SAI-GEN0549,Sainsbury's Chilled Nuts 200g,Snacks,Sainsbury's,5.23,72,36,4
SAI-GEN0550,Colgate Stone Baked Toothpaste 75ml,Health & Beauty,Branded,1.89,54,33,3
SAI-GEN0551,Sainsbury's finest Wraps 8pk,Fresh Bakery,Sainsbury's,4.93,71,44,2
SAI-GEN0552,Andrex Smoked Foil 10m,Household,Branded,8.46,33,22,1
SAI-GEN0553,Taste the Difference Premium Chocolate Bar 200g,Snacks,Taste the Difference,6.31,28,19,3
SAI-GEN0554,Sainsbury's Organic Bacon 300g,Meat & Fish,Sainsbury's,7.47,57,38,3
SAI-GEN0555,Sainsbury's Roasted Brie 200g,Dairy & Eggs,Sainsbury's,6.75,71,41,2
SAI-GEN0556,Sainsbury's Corn Fed Oven Chips 1.5kg,Frozen,Sainsbury's,5.46,52,39,3
SAI-GEN0557,Taste the Difference British Nuts 200g,Snacks,Taste the Difference,5.59,34,19,4
SAI-GEN0558,Taste the Difference Spicy Bacon 300g,Meat & Fish,Taste the Difference,11.31,32,23,1
SAI-GEN0559,Sainsbury's Corn Fed Spinach 200g,Fresh Produce,Sainsbury's,1.63,57,37,2
SAI-GEN0560,Sainsbury's Premium Eggs 12pk,Dairy & Eggs,Sainsbury's,3.16,59,32,1
SAI-GEN0561,Sainsbury's Stone Baked Brie 200g,Dairy & Eggs,Sainsbury's,2.05,72,37,1
SAI-GEN0562,Taste the Difference Scottish Laundry Pods 20pk,Household,Taste the Difference,3.9,25,19,4
SAI-GEN0563,Sainsbury's Spicy Chicken Nuggets 500g,Frozen,Sainsbury's,3.22,45,24,1
SAI-GEN0564,Pringles Sweet Squash 1L,Drinks,Branded,9.05,43,26,1
SAI-GEN0565,Sainsbury's Frozen Onions 1kg,Fresh Produce,Sainsbury's,3.29,73,49,2
SAI-GEN0566,Sainsbury's Classic Hash Browns 700g,Frozen,Sainsbury's,6.53,45,32,2
SAI-GEN0567,Sainsbury's So Good Sourdough 400g,Fresh Bakery,So Good,3.7,56,31,2
SAI-GEN0568,Sainsbury's Frozen Rice Cakes 130g,Snacks,Sainsbury's,7.94,45,34,1
SAI-GEN0569,Sainsbury's Smoked Eggs 12pk,Dairy & Eggs,Sainsbury's,3.81,65,49,1
SAI-GEN0570,Cadbury Organic Shampoo 250ml,Health & Beauty,Branded,1.99,42,31,2
SAI-GEN0571,Sainsbury's Sweet Bleach 750ml,Household,Sainsbury's,6.22,59,30,3
SAI-GEN0572,Sainsbury's British Muffins 4pk,Fresh Bakery,Sainsbury's,2.4,53,39,1
SAI-GEN0573,Sainsbury's Frozen Fabric Conditioner 1L,Household,Sainsbury's,6.94,73,36,4
SAI-GEN0574,Persil Stone Baked Kitchen Roll 2pk,Household,Branded,4.84,31,21,2
SAI-GEN0575,Sainsbury's Scottish Shampoo 250ml,Health & Beauty,Sainsbury's,3.89,60,40,2
SAI-GEN0576,Sainsbury's Chilled Rolls 6pk,Fresh Bakery,Sainsbury's,4.51,71,37,1
SAI-GEN0577,Kellogg's Spicy Toothpaste 75ml,Health & Beauty,Branded,8.96,56,43,2
SAI-GEN0578,Taste the Difference Value Bananas,Fresh Produce,Taste the Difference,4.71,33,25,1
SAI-GEN0579,Sainsbury's Salted Carrots 1kg,Fresh Produce,Sainsbury's,6.12,66,50,1
SAI-GEN0580,Taste the Difference Frozen Croissants 4pk,Fresh Bakery,Taste the Difference,9.93,30,23,1
SAI-GEN0581,Sainsbury's Salted Yogurt 500g,Dairy & Eggs,Sainsbury's,5.3,35,24,1
SAI-GEN0582,Sainsbury's So Good Foil 10m,Household,So Good,2.09,61,36,2
SAI-GEN0583,Taste the Difference Mixed Bleach 750ml,Household,Taste the Difference,1.5,17,11,3
SAI-GEN0584,Taste the Difference Value Ketchup 500g,Ambient Grocery,Taste the Difference,10.11,18,11,3
SAI-GEN0585,Sainsbury's Chilled Orange Juice 1L,Drinks,Sainsbury's,0.66,54,40,1
SAI-GEN0586,McVitie's Scottish Flour 1.5kg,Ambient Grocery,Branded,2.89,34,18,1
SAI-GEN0587,Taste the Difference Handmade Mixed Veg 1kg,Frozen,Taste the Difference,2.91,17,12,1
SAI-GEN0588,Sainsbury's So Good Fish Fingers 10pk,Frozen,So Good,3.84,89,62,3
SAI-GEN0589,Sainsbury's Scottish Fish Fingers 10pk,Frozen,Sainsbury's,5.49,49,26,2
SAI-GEN0590,Sainsbury's British Ibuprofen 16pk,Health & Beauty,Sainsbury's,4.93,54,36,2
SAI-GEN0591,Sainsbury's Mixed Popcorn 100g,Snacks,Sainsbury's,4.31,57,37,2
SAI-GEN0592,Sainsbury's Corn Fed Popcorn 100g,Snacks,Sainsbury's,1.19,56,37,1
SAI-GEN0593,Sainsbury's So Good Milk 2 Pints,Dairy & Eggs,So Good,1.69,55,33,2
SAI-GEN0594,Sainsbury's Corn Fed Tortilla Chips 200g,Snacks,Sainsbury's,6.61,50,38,2
SAI-GEN0595,Sainsbury's Spicy Pasta 500g,Ambient Grocery,Sainsbury's,1.18,61,41,2
SAI-GEN0596,Taste the Difference Stone Baked Sponges 4pk,Household,Taste the Difference,11.67,25,15,3
SAI-GEN0597,Sainsbury's Salted Carrots 1kg,Fresh Produce,Sainsbury's,6.94,68,46,1
SAI-GEN0598,Sainsbury's Scottish Turkey Mince 500g,Meat & Fish,Sainsbury's,3.18,70,55,3
SAI-GEN0599,Taste the Difference Free Range Washing Up Liquid 500ml,Household,Taste the Difference,2.43,19,12,4
SAI-GEN0600,Taste the Difference Smoked Olive Oil 500ml,Ambient Grocery,Taste the Difference,7.17,27,15,1
SAI-GEN0601,Andrex finest Rice Cakes 130g,Snacks,Branded,2.51,32,22,3
SAI-GEN0602,Fairy Mixed Kitchen Roll 2pk,Household,Branded,5.0,54,37,4
SAI-GEN0603,Taste the Difference Value Sugar 1kg,Ambient Grocery,Taste the Difference,7.33,20,10,3
SAI-GEN0604,Sainsbury's Handmade Oranges 5pk,Fresh Produce,Sainsbury's,3.67,71,39,1
SAI-GEN0605,Sainsbury's Value Hand Wash 250ml,Health & Beauty,Sainsbury's,3.1,51,29,3
SAI-GEN0606,Sainsbury's So Good Crisps 6pk,Snacks,So Good,0.99,63,36,4
SAI-GEN0607,Cadbury finest Sugar 1kg,Ambient Grocery,Branded,9.84,52,35,3
SAI-GEN0608,Sainsbury's Smoked Hash Browns 700g,Frozen,Sainsbury's,1.02,38,28,3
SAI-GEN0609,Sainsbury's British Baguette,Fresh Bakery,Sainsbury's,2.65,46,30,2
SAI-GEN0610,Sainsbury's Unsalted Baguette,Fresh Bakery,Sainsbury's,3.29,73,46,1
SAI-GEN0611,Sainsbury's finest Popcorn 100g,Snacks,Sainsbury's,3.63,63,45,1
SAI-GEN0612,Sainsbury's Premium Ibuprofen 16pk,Health & Beauty,Sainsbury's,7.06,42,21,4
SAI-GEN0613,Sainsbury's Organic Croissants 4pk,Fresh Bakery,Sainsbury's,7.96,60,33,2
SAI-GEN0614,Sainsbury's Organic Hash Browns 700g,Frozen,Sainsbury's,6.67,62,38,4
SAI-GEN0615,Sainsbury's Frozen Milk 2 Pints,Dairy & Eggs,Sainsbury's,6.28,45,30,1
SAI-GEN0616,Sainsbury's So Good Blueberries 150g,Fresh Produce,So Good,5.35,78,57,2
SAI-GEN0617,Taste the Difference Frozen Spinach 200g,Fresh Produce,Taste the Difference,1.01,30,19,1
SAI-GEN0618,Sainsbury's Frozen Milk 4 Pints,Dairy & Eggs,Sainsbury's,2.97,53,30,1
SAI-GEN0619,Sainsbury's Scottish Wraps 8pk,Fresh Bakery,Sainsbury's,7.45,51,29,2
SAI-GEN0620,Sainsbury's Organic Oats 1kg,Ambient Grocery,Sainsbury's,2.78,68,39,2
SAI-GEN0621,Sainsbury's Premium Popcorn 100g,Snacks,Sainsbury's,1.13,50,37,1
SAI-GEN0622,Sainsbury's Unsalted Wholemeal Bread 800g,Fresh Bakery,Sainsbury's,4.7,69,37,2
SAI-GEN0623,Taste the Difference Organic White Bread 800g,Fresh Bakery,Taste the Difference,6.84,24,14,1
SAI-GEN0624,Heinz Smoked Flour 1.5kg,Ambient Grocery,Branded,7.85,55,33,1
SAI-GEN0625,Sainsbury's Roasted Baguette,Fresh Bakery,Sainsbury's,2.65,43,24,2
SAI-GEN0626,Taste the Difference Spicy Nuts 200g,Snacks,Taste the Difference,8.18,26,15,1
SAI-GEN0627,Sainsbury's So Good Bleach 750ml,Household,So Good,1.95,83,49,2
SAI-GEN0628,Sainsbury's Roasted Hash Browns 700g,Frozen,Sainsbury's,3.46,75,55,3
SAI-GEN0629,Sainsbury's Premium Brie 200g,Dairy & Eggs,Sainsbury's,3.41,47,27,1
SAI-GEN0630,Sainsbury's Unsalted Eggs 6pk,Dairy & Eggs,Sainsbury's,3.04,63,49,1
SAI-GEN0631,Taste the Difference Premium Popcorn 100g,Snacks,Taste the Difference,7.85,30,18,2
SAI-GEN0632,Sainsbury's finest Chopped Tomatoes 400g,Ambient Grocery,Sainsbury's,5.45,68,39,4
SAI-GEN0633,Taste the Difference Salted Mixed Veg 1kg,Frozen,Taste the Difference,0.98,24,17,4
SAI-GEN0634,Sainsbury's So Good Mixed Veg 1kg,Frozen,So Good,2.34,63,48,3
SAI-GEN0635,Taste the Difference Unsalted Beef Mince 500g,Meat & Fish,Taste the Difference,3.76,15,10,3
SAI-GEN0636,Sainsbury's So Good Sponges 4pk,Household,So Good,4.01,63,42,1
SAI-GEN0637,Persil Roasted Orange Juice 1L,Drinks,Branded,9.28,49,37,3
SAI-GEN0638,Sainsbury's Frozen Rolls 6pk,Fresh Bakery,Sainsbury's,6.87,61,38,2
SAI-GEN0639,Walkers Salted Sponges 4pk,Household,Branded,8.92,58,35,1
SAI-GEN0640,Taste the Difference Salted Chocolate Bar 200g,Snacks,Taste the Difference,6.04,18,14,1
SAI-GEN0641,Taste the Difference Classic Broccoli 300g,Fresh Produce,Taste the Difference,4.8,25,16,1
SAI-GEN0642,Nivea Scottish Foil 10m,Household,Branded,8.81,59,31,4
SAI-GEN0643,Sainsbury's So Good Kitchen Roll 2pk,Household,So Good,1.43,72,43,3
SAI-GEN0644,Sainsbury's Spicy Croissants 4pk,Fresh Bakery,Sainsbury's,3.37,50,27,1
SAI-GEN0645,Sainsbury's Premium Popcorn 100g,Snacks,Sainsbury's,7.47,58,33,3
SAI-GEN0646,Sainsbury's finest Pork Sausages 8pk,Meat & Fish,Sainsbury's,7.95,58,39,2
SAI-GEN0647,Sainsbury's Stone Baked Cotton Pads 100pk,Health & Beauty,Sainsbury's,3.37,48,36,4
SAI-GEN0648,Sainsbury's Sweet Brie 200g,Dairy & Eggs,Sainsbury's,2.03,54,31,1
SAI-GEN0649,Cadbury Scottish Oats 1kg,Ambient Grocery,Branded,5.99,54,33,3
SAI-GEN0650,Sainsbury's Smoked Fish Fingers 10pk,Frozen,Sainsbury's,3.06,48,37,4
SAI-GEN0651,Sainsbury's Classic Cod Fillets 400g,Meat & Fish,Sainsbury's,4.0,54,36,4
SAI-GEN0652,Taste the Difference British Orange Juice 1L,Drinks,Taste the Difference,2.03,35,22,1
SAI-GEN0653,Sainsbury's So Good Sparkling Water 6x500ml,Drinks,So Good,1.23,52,38,4
SAI-GEN0654,Sainsbury's So Good Bin Liners 20pk,Household,So Good,0.78,81,47,4
SAI-GEN0655,Taste the Difference Frozen Fabric Conditioner 1L,Household,Taste the Difference,8.05,16,8,1
SAI-GEN0656,Taste the Difference Organic Bagels 5pk,Fresh Bakery,Taste the Difference,3.9,34,26,1
SAI-GEN0657,Sainsbury's Corn Fed Pizza 400g,Frozen,Sainsbury's,6.27,37,27,3
SAI-GEN0658,Sainsbury's Mixed Sparkling Water 6x500ml,Drinks,Sainsbury's,6.25,72,36,3
SAI-GEN0659,Sainsbury's Spicy White Bread 800g,Fresh Bakery,Sainsbury's,6.36,41,22,2
SAI-GEN0660,Sainsbury's Chilled Mozzarella 125g,Dairy & Eggs,Sainsbury's,5.48,61,35,2
SAI-GEN0661,Sainsbury's So Good Foil 10m,Household,So Good,5.0,87,43,1
SAI-GEN0662,Sainsbury's So Good Wraps 8pk,Fresh Bakery,So Good,1.04,66,39,1
SAI-GEN0663,Taste the Difference Spicy Ice Cream 1L,Frozen,Taste the Difference,10.14,21,10,4
SAI-GEN0664,Walkers finest Toothpaste 75ml,Health & Beauty,Branded,0.99,51,31,3
SAI-GEN0665,Sainsbury's Mixed Still Water 6x500ml,Drinks,Sainsbury's,2.1,57,45,4
SAI-GEN0666,Sainsbury's Premium Eggs 12pk,Dairy & Eggs,Sainsbury's,1.77,62,37,2
SAI-GEN0667,Taste the Difference Spicy Bin Liners 20pk,Household,Taste the Difference,2.19,24,18,2
SAI-GEN0668,Sainsbury's Classic Flour 1.5kg,Ambient Grocery,Sainsbury's,4.11,54,37,1
SAI-GEN0669,Sainsbury's Spicy Ice Cream 1L,Frozen,Sainsbury's,2.83,37,26,4
SAI-GEN0670,Sainsbury's So Good Toothpaste 75ml,Health & Beauty,So Good,4.5,77,57,4
SAI-GEN0671,Taste the Difference Organic Bleach 750ml,Household,Taste the Difference,8.61,28,20,2
SAI-GEN0672,Sainsbury's Corn Fed Sourdough 400g,Fresh Bakery,Sainsbury's,2.54,66,39,2
SAI-GEN0673,Sainsbury's So Good Bacon 300g,Meat & Fish,So Good,1.32,56,33,3
SAI-GEN0674,Taste the Difference Handmade Lamb Chops 400g,Meat & Fish,Taste the Difference,2.03,18,12,2
SAI-GEN0675,Sainsbury's Value Carrots 1kg,Fresh Produce,Sainsbury's,6.5,65,51,2
SAI-GEN0676,Taste the Difference Spicy Shower Gel 250ml,Health & Beauty,Taste the Difference,6.64,33,23,4
SAI-GEN0677,Taste the Difference Roasted Popcorn 100g,Snacks,Taste the Difference,7.86,32,23,1
SAI-GEN0678,Sainsbury's Salted Jam 340g,Ambient Grocery,Sainsbury's,1.43,41,25,2
SAI-GEN0679,Taste the Difference Handmade Shower Gel 250ml,Health & Beauty,Taste the Difference,9.77,28,16,4
SAI-GEN0680,Sainsbury's Premium Blueberries 150g,Fresh Produce,Sainsbury's,1.68,43,30,2
SAI-GEN0681,Sainsbury's Smoked Peas 1kg,Frozen,Sainsbury's,3.49,68,34,1
SAI-GEN0682,Sainsbury's So Good Rice Cakes 130g,Snacks,So Good,2.09,81,58,4
SAI-GEN0683,Sainsbury's Spicy Spinach 200g,Fresh Produce,Sainsbury's,6.13,42,23,2
SAI-GEN0684,Sainsbury's Sweet Lamb Chops 400g,Meat & Fish,Sainsbury's,7.73,54,41,2
SAI-GEN0685,Sainsbury's Spicy Foil 10m,Household,Sainsbury's,4.27,62,41,1
SAI-GEN0686,Sainsbury's So Good Cheddar 400g,Dairy & Eggs,So Good,0.71,52,28,1
SAI-GEN0687,Sainsbury's Handmade Beef Mince 500g,Meat & Fish,Sainsbury's,6.76,35,20,2
SAI-GEN0688,Taste the Difference Salted Apple Juice 1L,Drinks,Taste the Difference,7.49,18,11,2
SAI-GEN0689,Taste the Difference Scottish Bananas,Fresh Produce,Taste the Difference,2.88,22,17,2
SAI-GEN0690,Sainsbury's Spicy Washing Up Liquid 500ml,Household,Sainsbury's,4.3,40,31,2
SAI-GEN0691,Sainsbury's Roasted Lemonade 2L,Drinks,Sainsbury's,7.48,42,24,1
SAI-GEN0692,Sainsbury's finest Hand Wash 250ml,Health & Beauty,Sainsbury's,4.08,71,45,3
SAI-GEN0693,Persil Value Cola 2L,Drinks,Branded,2.96,57,35,1
SAI-GEN0694,Sainsbury's Chilled Oven Chips 1.5kg,Frozen,Sainsbury's,2.28,73,55,4
SAI-GEN0695,Sainsbury's Smoked Pork Sausages 8pk,Meat & Fish,Sainsbury's,5.25,35,17,3
SAI-GEN0696,Sainsbury's Value Bleach 750ml,Household,Sainsbury's,5.38,53,32,4
SAI-GEN0697,Sainsbury's Fresh Eggs 6pk,Dairy & Eggs,Sainsbury's,0.66,47,30,2
SAI-GEN0698,Sainsbury's So Good Rolls 6pk,Fresh Bakery,So Good,4.38,63,34,2
SAI-GEN0699,Cadbury British Jam 340g,Ambient Grocery,Branded,4.88,56,33,1
SAI-GEN0700,Sainsbury's Fresh Milk 4 Pints,Dairy & Eggs,Sainsbury's,5.28,63,40,2
SAI-GEN0701,Sainsbury's Mixed Milk 4 Pints,Dairy & Eggs,Sainsbury's,1.86,72,41,1
SAI-GEN0702,Sainsbury's Premium Peas 1kg,Frozen,Sainsbury's,6.15,56,34,2
SAI-GEN0703,Sainsbury's Fresh Mozzarella 125g,Dairy & Eggs,Sainsbury's,2.94,67,48,2
SAI-GEN0704,Sainsbury's Fresh Pizza 400g,Frozen,Sainsbury's,6.3,39,27,3
SAI-GEN0705,Sainsbury's Scottish Nuts 200g,Snacks,Sainsbury's,7.92,54,39,4
SAI-GEN0706,Sainsbury's Sweet Brie 200g,Dairy & Eggs,Sainsbury's,4.7,35,21,1
SAI-GEN0707,Sainsbury's Smoked Bacon 300g,Meat & Fish,Sainsbury's,1.8,58,32,1
SAI-GEN0708,Sainsbury's So Good Fabric Conditioner 1L,Household,So Good,2.08,80,41,4
SAI-GEN0709,Nivea Classic Toilet Roll 9pk,Household,Branded,1.05,39,27,1
SAI-GEN0710,Sainsbury's So Good Spinach 200g,Fresh Produce,So Good,5.43,88,48,1
SAI-GEN0711,Sainsbury's British Mixed Veg 1kg,Frozen,Sainsbury's,3.79,61,47,1
SAI-GEN0712,Taste the Difference Salted Prawns 200g,Meat & Fish,Taste the Difference,10.73,33,24,2
SAI-GEN0713,Sainsbury's Corn Fed Fabric Conditioner 1L,Household,Sainsbury's,6.26,36,24,3
SAI-GEN0714,Sainsbury's Spicy Ibuprofen 16pk,Health & Beauty,Sainsbury's,7.99,51,30,1
SAI-GEN0715,Sainsbury's Chilled Butter 250g,Dairy & Eggs,Sainsbury's,4.99,67,38,2
SAI-GEN0716,Sainsbury's Stone Baked Mints 4pk,Snacks,Sainsbury's,7.91,39,19,3
SAI-GEN0717,Sainsbury's Value Bananas,Fresh Produce,Sainsbury's,6.23,58,36,1
SAI-GEN0718,Sainsbury's So Good Croissants 4pk,Fresh Bakery,So Good,5.56,66,47,2
SAI-GEN0719,Sainsbury's Fresh Tea Bags 80pk,Drinks,Sainsbury's,6.14,62,34,4
SAI-GEN0720,Sainsbury's So Good Laundry Pods 20pk,Household,So Good,3.54,89,70,1
SAI-GEN0721,Sainsbury's Smoked Turkey Mince 500g,Meat & Fish,Sainsbury's,1.55,40,30,2
SAI-GEN0722,Sainsbury's Corn Fed Oven Chips 1.5kg,Frozen,Sainsbury's,6.23,43,25,2
SAI-GEN0723,Taste the Difference Corn Fed Bananas,Fresh Produce,Taste the Difference,11.8,33,19,1
SAI-GEN0724,Taste the Difference finest Coffee 200g,Drinks,Taste the Difference,4.4,33,20,2
SAI-GEN0725,Taste the Difference Spicy Pasta 500g,Ambient Grocery,Taste the Difference,1.17,21,12,4
SAI-GEN0726,Sainsbury's Frozen Tea Bags 80pk,Drinks,Sainsbury's,0.76,40,28,2
SAI-GEN0727,Sainsbury's So Good Wraps 8pk,Fresh Bakery,So Good,4.68,66,49,2
SAI-GEN0728,Taste the Difference Classic Foil 10m,Household,Taste the Difference,10.57,19,14,2
SAI-GEN0729,Sainsbury's Mixed Wholemeal Bread 800g,Fresh Bakery,Sainsbury's,3.64,52,27,1
SAI-GEN0730,Sainsbury's So Good Fabric Conditioner 1L,Household,So Good,3.44,62,46,1
SAI-GEN0731,Sainsbury's Stone Baked Apples 6pk,Fresh Produce,Sainsbury's,5.13,40,20,1
SAI-GEN0732,Sainsbury's Free Range Crackers 150g,Snacks,Sainsbury's,6.23,38,27,4
SAI-GEN0733,Sainsbury's Premium Wraps 8pk,Fresh Bakery,Sainsbury's,7.42,60,38,2
SAI-GEN0734,Taste the Difference Mixed Shampoo 250ml,Health & Beauty,Taste the Difference,6.9,28,18,3
SAI-GEN0735,Sainsbury's So Good Sponges 4pk,Household,So Good,1.97,86,61,2
SAI-GEN0736,Sainsbury's Frozen Salmon Fillets 240g,Meat & Fish,Sainsbury's,4.33,60,35,2
SAI-GEN0737,Sainsbury's Scottish Grapes 500g,Fresh Produce,Sainsbury's,3.05,71,41,2
SAI-GEN0738,Sainsbury's British White Bread 800g,Fresh Bakery,Sainsbury's,0.88,66,43,1
SAI-GEN0739,Sainsbury's So Good Ice Cream 1L,Frozen,So Good,4.72,70,50,1
SAI-GEN0740,Sainsbury's finest Brie 200g,Dairy & Eggs,Sainsbury's,7.64,54,27,1
SAI-GEN0741,Sainsbury's Unsalted Fish Fingers 10pk,Frozen,Sainsbury's,5.17,72,45,2
SAI-GEN0742,McVitie's Corn Fed Kitchen Roll 2pk,Household,Branded,3.56,48,29,2
SAI-GEN0743,Sainsbury's Unsalted Strawberries 400g,Fresh Produce,Sainsbury's,3.21,63,45,2
SAI-GEN0744,Sainsbury's So Good Bin Liners 20pk,Household,So Good,0.59,90,59,4
SAI-GEN0745,Sainsbury's Mixed Chocolate Bar 200g,Snacks,Sainsbury's,0.8,42,30,4
SAI-GEN0746,Taste the Difference British Plasters 40pk,Health & Beauty,Taste the Difference,9.39,34,25,4
SAI-GEN0747,Sainsbury's British Oven Chips 1.5kg,Frozen,Sainsbury's,7.23,47,32,3
SAI-GEN0748,Sainsbury's Salted Lasagne 400g,Frozen,Sainsbury's,2.5,60,33,4
SAI-GEN0749,Sainsbury's finest Muffins 4pk,Fresh Bakery,Sainsbury's,0.79,69,53,1
SAI-GEN0750,Sainsbury's Mixed Toilet Roll 9pk,Household,Sainsbury's,5.44,61,31,2
SAI-GEN0751,Taste the Difference finest Deodorant 150ml,Health & Beauty,Taste the Difference,7.32,31,17,2
SAI-GEN0752,Fairy British Ibuprofen 16pk,Health & Beauty,Branded,5.82,57,30,4
SAI-GEN0753,Taste the Difference Handmade Fabric Conditioner 1L,Household,Taste the Difference,9.3,29,19,2
SAI-GEN0754,Sainsbury's Classic Potatoes 2.5kg,Fresh Produce,Sainsbury's,7.11,72,37,1
SAI-GEN0755,Sainsbury's So Good Olive Oil 500ml,Ambient Grocery,So Good,2.15,76,40,1
SAI-GEN0756,Sainsbury's finest Energy Drink 500ml,Drinks,Sainsbury's,2.62,49,33,4
SAI-GEN0757,Sainsbury's Roasted Grapes 500g,Fresh Produce,Sainsbury's,6.44,52,41,2
SAI-GEN0758,Sainsbury's Corn Fed Salmon Fillets 240g,Meat & Fish,Sainsbury's,2.26,49,31,2
SAI-GEN0759,Sainsbury's Spicy Mozzarella 125g,Dairy & Eggs,Sainsbury's,1.82,49,34,1
SAI-GEN0760,Sainsbury's Premium Mints 4pk,Snacks,Sainsbury's,2.23,63,33,3
SAI-GEN0761,Coca-Cola Stone Baked Bin Liners 20pk,Household,Branded,9.04,55,42,4
SAI-GEN0762,Sainsbury's Sweet Milk 4 Pints,Dairy & Eggs,Sainsbury's,6.7,73,52,2
SAI-GEN0763,Sainsbury's Free Range Coffee 200g,Drinks,Sainsbury's,7.46,74,55,4
SAI-GEN0764,Taste the Difference Scottish Chicken Nuggets 500g,Frozen,Taste the Difference,8.48,24,17,2
SAI-GEN0765,Sainsbury's Premium Sourdough 400g,Fresh Bakery,Sainsbury's,7.78,51,34,1
SAI-GEN0766,Taste the Difference Corn Fed Beef Mince 500g,Meat & Fish,Taste the Difference,7.85,25,19,3
SAI-GEN0767,Sainsbury's Free Range Flour 1.5kg,Ambient Grocery,Sainsbury's,5.84,69,54,2
SAI-GEN0768,Sainsbury's Premium Milk 4 Pints,Dairy & Eggs,Sainsbury's,6.48,62,38,1
SAI-GEN0769,Sainsbury's Fresh Bananas,Fresh Produce,Sainsbury's,4.86,64,34,2
SAI-GEN0770,Nivea Unsalted Ibuprofen 16pk,Health & Beauty,Branded,8.72,54,29,1
SAI-GEN0771,Taste the Difference Spicy Baguette,Fresh Bakery,Taste the Difference,8.49,35,25,2
SAI-GEN0772,Sainsbury's Value Mozzarella 125g,Dairy & Eggs,Sainsbury's,2.51,63,42,2
SAI-GEN0773,Taste the Difference Chilled Eggs 6pk,Dairy & Eggs,Taste the Difference,0.89,33,16,2
SAI-GEN0774,Sainsbury's Smoked Tea Bags 80pk,Drinks,Sainsbury's,7.56,45,31,3
SAI-GEN0775,Sainsbury's Sweet Milk 4 Pints,Dairy & Eggs,Sainsbury's,4.34,58,30,1
SAI-GEN0776,Sainsbury's Premium Peas 1kg,Frozen,Sainsbury's,6.73,38,22,2
